gene,symbol,ecocyc_id,start,end,strand
b1869,yecN,G7019,1952266,1952661,+
b1870,cmoA,G7020,1952702,1953445,+
b1871,cmoB,G7021,1953442,1954413,+
b1872,torZ,G7022,1954578,1957007,-
b1873,torY,G7023,1957032,1958132,-
b4717,micL,G0-16601,1958441,1958747,-
b1874,cutC,G7024,1958520,1959266,-
b1875,yecM,G7025,1959280,1959846,-
b1876,argS,EG10071,1960062,1961795,+
b4778,yecV,G0-17024,1961837,1961881,-
b1877,yecT,G7026,1961972,1962460,+
b1878,flhE,G7027,1962580,1962972,-
b1879,flhA,G370,1962972,1965050,-
b1880,flhB,G7028,1965043,1966191,-
b1881,cheZ,EG10151,1966393,1967037,-
b1882,cheY,EG10150,1967048,1967437,-
b1883,cheB,EG10147,1967452,1968501,-
b1884,cheR,EG10148,1968504,1969364,-
b1885,tap,EG10987,1969383,1970984,-
b1886,tar,EG10988,1971030,1972691,-
b1887,cheW,EG10149,1972836,1973339,-
b1888,cheA,EG10146,1973360,1975324,-
b1889,motB,EG10602,1975329,1976255,-
b1890,motA,EG10601,1976252,1977139,-
b1891,flhC,EG10319,1977266,1977844,-
b1892,flhD,EG10320,1977847,1978197,-
b1893,insB5,G7029,1978518,1979021,-
b1894,insA5,G7030,1978940,1979215,-
b1895,uspC,G7031,1979753,1980181,+
b1896,otsA,EG11751,1980188,1981612,-
b1897,otsB,EG11752,1981587,1982387,-
b4460,araH,EG10059,1982554,1983540,-
b1900,araG,EG10058,1983555,1985069,-
b1901,araF,EG10057,1985139,1986128,-
b1902,ftnB,G7033,1986925,1987428,+
b4537,yecJ,G0-10455,1987507,1987758,-
b4663,azuC,G0-10653,1987873,1987959,-
b1904,yecR,G7035,1988222,1988545,+
b1905,ftnA,EG10921,1988716,1989213,+
b1906,yecH,G7036,1989251,1989490,-
b1907,tyrP,EG11041,1989681,1990892,+
b1908,yecA,EG11139,1990954,1991619,-
b4759,3'ETS-<i>leuZ</i>,G0-16636,1991748,1991814,-
b1909,leuZ,EG30054,1991815,1991901,-
b1910,cysT,G7991,1991914,1991987,-
b1911,glyW,EG30039,1992042,1992117,-
b1912,pgsA,EG10706,1992269,1992817,-
b1913,uvrC,EG11063,1992874,1994706,-
b1914,uvrY,EG11140,1994703,1995359,-
b4752,yecU,G0-16746,1995655,1995831,+
b1915,yecF,EG12861,1995818,1996042,+
b1916,sdiA,EG10935,1996110,1996832,-
b4719,sdsN,G0-10699,1996921,1997057,+
b1917,tcyN,EG12347,1997062,1997814,-
b1918,tcyL,G7037,1997811,1998479,-
b1919,dcyD,G7038,1998494,1999480,-
b1920,tcyJ,G7039,1999585,2000385,-
b1921,fliZ,EG11356,2000473,2001024,-
b1922,fliA,EG11355,2001070,2001789,-
b1923,fliC,EG10321,2002110,2003606,-
b1924,fliD,EG10841,2003872,2005278,+
b1925,fliS,EG11388,2005303,2005713,+
b1926,fliT,EG11389,2005713,2006078,+
b1927,amyA,EG11387,2006156,2007643,+
b1928,yedD,EG11659,2007677,2008090,-
b1929,yedE,EG11660,2008277,2009482,+
b1930,yedF,EG11661,2009479,2009712,+
b1931,yedK,EG11662,2009821,2010489,+
b1932,yedL,G7040,2010600,2011079,+
b1937,fliE,EG11346,2012700,2013014,-
b1938,fliF,EG11347,2013229,2014887,+
b1939,fliG,EG11654,2014880,2015875,+
b1940,fliH,EG11656,2015868,2016554,+
b1941,fliI,G377,2016554,2017927,+
b1942,fliJ,G378,2017946,2018389,+
b1943,fliK,G379,2018386,2019513,+
b1944,fliL,EG10322,2019618,2020082,+
b1945,fliM,EG10323,2020087,2021091,+
b1946,fliN,EG10324,2021088,2021501,+
b1947,fliO,EG11224,2021504,2021869,+
b1948,fliP,EG11975,2021869,2022606,+
b1949,fliQ,EG11976,2022616,2022885,+
b1950,fliR,EG11977,2022893,2023678,+
b1951,rcsA,EG10820,2023968,2024591,+
b1952,dsrB,G7045,2024635,2024823,-
b1953,yodD,G7046,2024986,2025213,+
b1954,dsrA,G7047,2025223,2025313,-
b1955,yedP,G7048,2025511,2026326,+
b1956,dgcQ,G7049,2026323,2028017,-
b1957,yodC,G7050,2028188,2028370,-
b1958,yedI,EG12709,2028449,2029366,-
b1959,yedA,EG11141,2029539,2030459,+
b1960,vsr,EG11068,2030448,2030918,-
b1961,dcm,EG10211,2030899,2032317,-
b1962,yedJ,EG12710,2032384,2033079,-
b1963,drpB,G7051,2033119,2033421,-
b4603,rseX,G0-10574,2033649,2033739,+
b1967,hchA,G7055,2035835,2036686,+
b1968,hprS,G7056,2036794,2038152,-
b1969,hprR,G7057,2038152,2038823,-
b1970,hiuH,G7058,2038956,2039369,+
b1971,msrP,G7059,2039478,2040482,+
b1972,msrQ,G7060,2040483,2041118,+
b1973,zinT,G7061,2041375,2042025,+
b1974,yodB,G7062,2042368,2042898,+
b1975,serU,EG30094,2043468,2043557,-
b1976,mtfA,G7063,2043651,2044448,+
b1977,asnT,EG30020,2044549,2044624,+
b1978,yeeJ,G7064,2044995,2052014,+
b1981,shiA,G7067,2053643,2054959,+
b1982,amn,EG10039,2055061,2056515,+
b1983,yeeN,G7068,2056858,2057574,+
b1984,asnW,G7069,2058027,2058102,-
b1985,yeeO,G7070,2058203,2059846,-
b1986,asnU,EG30021,2059851,2059926,+
b1987,cbl,G7071,2059964,2060914,-
b1988,nac,G7072,2061016,2061933,-
b1989,asnV,EG30022,2062260,2062335,+
b1990,ldtA,G7073,2062391,2063323,-
b1991,cobT,EG12151,2063388,2064467,-
b1992,cobS,EG12150,2064479,2065222,-
b1993,cobU,EG13238,2065219,2065764,-
b1994,insH6,G7074,2066305,2067285,-
b1996,insD3,G7076,2068952,2069857,-
b1997,insC3,G7077,2069815,2070180,-
b4435,isrC,G0-8905,2071317,2071511,+
b2000,flu,G7080,2071539,2074658,+
b2001,yeeR,G7081,2074779,2076311,+
b2002,yeeS,G7082,2076308,2076754,+
b2003,yeeT,G7083,2076817,2077038,+
b2004,cbeA,G7084,2077112,2077480,+
b2005,cbtA,G7085,2077569,2077943,+
b2006,yeeW,G7086,2077940,2078134,+
b4538,yoeF,G0-10456,2078575,2078931,+
b2007,tmaR,G7087,2079032,2079361,-
b2008,yeeA,EG11891,2079533,2080591,-
b2009,sbmC,EG11892,2080789,2081262,-
b2010,dacD,EG11893,2081381,2082547,-
b2011,sbcB,EG10926,2082756,2084183,+
b2012,tsuB,EG11894,2084226,2084453,-
b2013,tsuA,EG11895,2084467,2085525,-
b2014,plaP,EG11896,2085704,2087062,-
b4678,yoeI,G0-10643,2087052,2087114,-
b2015,yeeY,G7088,2087329,2088258,-
b2016,yeeZ,G7089,2088304,2089128,-
b4539,yoeB,G0-9121,2089211,2089465,-
b2017,yefM,EG12844,2089462,2089713,-
b2018,hisL,EG11269,2089996,2090046,+
b2019,hisG,EG10449,2090192,2091091,+
b2020,hisD,EG10447,2091097,2092401,+
b2021,hisC,EG10446,2092398,2093468,+
b2022,hisB,EG10445,2093468,2094535,+
b2023,hisH,EG10450,2094535,2095125,+
b2024,hisA,EG10444,2095125,2095862,+
b2025,hisF,EG10448,2095844,2096620,+
b2026,hisI,EG10451,2096614,2097225,+
b2027,wzzB,G7090,2097321,2098301,-
b2028,ugd,G7091,2098447,2099613,-
b2029,gnd,EG10411,2099862,2101268,-
b2030,insH7,G7092,2101895,2102875,-
b2032,wbbK,EG11985,2103391,2104509,-
b2033,wbbJ,EG11984,2104494,2105084,-
b2034,wbbI,EG11983,2105065,2106057,-
b2035,wbbH,EG11982,2106060,2107226,-
b2036,glf,EG11981,2107226,2108329,-
b2037,rfbX,EG11980,2108337,2109584,-
b2038,rfbC,EG11979,2109581,2110138,-
b2039,rfbA,EG11978,2110138,2111019,-
b2040,rfbD,EG12411,2111077,2111976,-
b2041,rfbB,EG12412,2111976,2113061,-
b2042,galF,G7093,2113434,2114327,-
b2043,wcaM,G7094,2114502,2115896,-
b2044,wcaL,G7095,2115907,2117127,-
b2045,wcaK,G7096,2117124,2118404,-
b2046,wzxC,G7097,2118680,2120158,-
b2047,wcaJ,G7098,2120160,2121554,-
b2048,cpsG,EG10162,2121609,2122979,-
b2049,cpsB,EG10161,2123084,2124520,-
b2050,wcaI,EG11790,2124523,2125746,-
b2051,gmm,EG11789,2125743,2126222,-
b2052,fcl,EG11788,2126225,2127190,-
b2053,gmd,EG11787,2127193,2128314,-
b2054,wcaF,G7099,2128340,2128888,-
b2055,wcaE,G7100,2128904,2129650,-
b2056,wcaD,G7101,2129661,2130878,-
b2057,wcaC,G7102,2130853,2132070,-
b2058,wcaB,G7103,2132067,2132555,-
b2059,wcaA,G7104,2132558,2133397,-
b2060,wzc,G7105,2133490,2135652,-
b2061,wzb,G7106,2135655,2136098,-
b2062,wza,G7107,2136104,2137243,-
b2063,yegH,G7108,2137902,2139485,+
b2064,asmA,EG11361,2139759,2141612,-
b2065,dcd,EG11418,2141634,2142215,-
b2066,udk,EG11701,2142307,2142948,-
b2067,dgcE,EG12396,2143266,2146583,+
b2068,alkA,EG11222,2146692,2147540,-
b2069,yegD,EG12200,2147674,2149026,+
b2070,yegI,G7109,2149039,2150985,-
b2071,yegJ,G7110,2151185,2151646,+
b2072,pphC,G7111,2151711,2152472,-
b2073,yegL,G7112,2152469,2153128,-
b4436,sibA,G0-8884,2153311,2153454,+
b4667,ibsA,G0-10633,2153349,2153408,-
b4437,sibB,G0-8885,2153646,2153781,+
b4668,ibsB,G0-10632,2153681,2153737,-
b2074,mdtA,G7113,2154016,2155263,+
b2075,mdtB,G7114,2155263,2158385,+
b2076,mdtC,G7115,2158386,2161463,+
b2077,mdtD,EG12136,2161464,2162879,+
b2078,baeS,EG11617,2162876,2164279,+
b2079,baeR,EG11618,2164276,2164998,+
b2080,yegP,G7117,2165189,2165521,+
b2081,trhP,G7118,2165668,2167029,+
b4438,cyaR,G0-8878,2167114,2167200,+
b2082,ogrK,G7119,2167302,2167520,-
b2085,yegR,G7122,2167989,2168306,-
b2086,yegS,G7123,2168712,2169611,+
b2088,insE5,G7125,2170236,2170535,+
b2089,insF5,G7126,2170532,2171398,+
b2091,gatD,EG12417,2171833,2172873,-
b2093,gatB,EG12415,2174282,2174566,-
b2094,gatA,EG12414,2174597,2175049,-
b2095,gatZ,G7128,2175059,2176321,-
b2096,gatY,EG12419,2176350,2177204,-
b2097,fbaB,G7129,2177512,2178564,-
b2098,yegT,G7130,2178821,2180098,+
b2099,yegU,G7131,2180095,2181099,+
b2100,yegV,G7132,2181096,2182061,+
b2101,yegW,G7133,2182035,2182781,-
b2102,yegX,G7134,2182833,2183651,-
b2103,thiD,G7135,2183716,2184516,-
b2104,thiM,M007,2184513,2185301,-
b2105,rcnR,G7137,2185524,2185796,-
b2106,rcnA,G7138,2185917,2186741,+
b2107,rcnB,G7139,2186960,2187298,+
b2108,yehA,EG11987,2187380,2188414,-
b2109,yehB,EG11988,2188430,2190910,-
b2110,yehC,EG11989,2190926,2191645,-
b2111,yehD,EG11990,2191680,2192222,-
b2112,yehE,EG11991,2192515,2192796,-
b2113,mrp,EG10611,2193059,2194168,-
b2114,metG,EG10586,2194300,2196333,+
b2115,yehF,EG11992,2196474,2197298,+
b2118,yehI,EG11995,2200279,2203911,+
b4541,yehK,G0-10458,2203972,2204289,+
b2119,yehL,EG11998,2204596,2205684,+
b2120,yehM,EG11999,2205695,2207974,+
b2121,yehP,EG12002,2207967,2209103,+
b2122,yehQ,EG12003,2209100,2210944,+
b2123,yehR,EG12004,2211225,2211686,+
b2124,yehS,EG12005,2211726,2212196,-
b2125,btsR,EG12006,2212243,2212962,-
b2126,btsS,EG12007,2212959,2214644,-
b2127,mlrA,EG12008,2214866,2215597,+
b4542,yohO,G0-10459,2215657,2215764,+
b2128,yehW,EG12009,2215745,2216476,-
b2129,yehX,EG12010,2216481,2217407,-
b2130,yehY,EG12011,2217400,2218557,-
b2131,osmF,EG12012,2218564,2219481,-
b2132,bglX,EG12013,2219692,2221989,-
b2133,dld,EG10231,2222185,2223900,+
b2134,pbpG,EG12015,2223938,2224870,-
b2135,yohC,EG12016,2225044,2225631,-
b2136,yohD,EG12017,2225801,2226379,+
b2137,yohF,EG12019,2226509,2227270,-
b4679,yohP,G0-10652,2228982,2229065,+
b2140,dusC,EG12022,2229438,2230385,-
b2141,yohJ,EG12023,2230624,2231022,+
b2142,yohK,EG12024,2231019,2231714,+
b2143,cdd,EG10137,2231844,2232728,+
b2144,sanA,EG12025,2232878,2233597,+
b2145,yeiS,G7144,2233600,2233839,+
b2146,preT,G7145,2234033,2235271,+
b2147,preA,EG11289,2235265,2236500,+
b2148,mglC,EG10594,2236743,2237753,-
b2149,mglA,EG10592,2237769,2239289,-
b2150,mglB,EG10593,2239350,2240348,-
b2151,galS,EG10365,2240628,2241668,-
b2152,yeiB,EG11290,2241810,2242967,-
b2153,folE,EG11375,2242984,2243652,-
b2154,yeiG,EG12026,2243910,2244746,+
b2155,cirA,EG10155,2244778,2246769,-
b2156,lysP,EG11337,2247063,2248532,-
b2157,yeiE,EG12105,2248737,2249618,-
b2158,yeiH,EG12027,2249717,2250766,+
b2159,nfo,EG10651,2250840,2251697,+
b2160,yeiI,EG12028,2251700,2252788,+
b2161,nupX,EG12029,2252895,2254145,-
b2162,rihB,EG12030,2254245,2255186,-
b2163,yeiL,EG12031,2255355,2256014,+
b2164,psuT,EG12032,2256085,2257335,-
b2165,psuG,EG12033,2257429,2258367,-
b2166,psuK,EG11646,2258355,2259296,-
b2167,fruA,EG10336,2259719,2261410,-
b2168,fruK,EG10337,2261427,2262365,-
b2169,fruB,G7990,2262365,2263495,-
b2170,setB,EG12034,2263863,2265044,+
b4502,yeiW,G0-10511,2265041,2265295,-
b2171,efpL,EG12035,2265450,2266022,+
b2172,yeiQ,EG12036,2266245,2267711,+
b2173,yeiR,EG12104,2267829,2268815,+
b2174,lpxT,G7146,2268854,2269567,+
b2175,mepS,G7147,2269979,2270545,+
b2176,pdeN,G7148,2270726,2272282,+
b2177,yejA,EG12037,2272364,2274178,+
b2178,yejB,EG12038,2274179,2275273,+
b2179,yejE,EG12040,2275273,2276298,+
b2180,yejF,EG12041,2276300,2277889,+
b2181,yejG,EG12042,2277893,2278237,-
b2182,bcr,EG11419,2278570,2279760,-
b2183,rsuA,EG12044,2279788,2280483,-
b2184,radD,EG12045,2280632,2282392,+
b2185,rplY,EG10885,2282517,2282801,+
b2186,yejK,EG12048,2282940,2283947,-
b2187,yejL,EG12043,2284129,2284356,+
b2188,lapC,EG12049,2284376,2286136,+
b2189,proL,EG30067,2286211,2286287,+
b2192,insH8,G7150,2289065,2290045,-
b2193,narP,EG11527,2290500,2291147,+
b2194,ccmH,EG12052,2291358,2292410,-
b2195,ccmG,EG12053,2292407,2292964,-
b2196,ccmF,EG12054,2292961,2294904,-
b2197,ccmE,EG12055,2294901,2295380,-
b2198,ccmD,EG12169,2295377,2295586,-
b2199,ccmC,EG12057,2295583,2296320,-
b2200,ccmB,EG12058,2296362,2297024,-
b2201,ccmA,EG12059,2297021,2297644,-
b2202,napC,EG12060,2297657,2298259,-
b2203,napB,EG12061,2298269,2298718,-
b2204,napH,EG12062,2298715,2299578,-
b2205,napG,EG12064,2299565,2300260,-
b2206,napA,EG12067,2300267,2302753,-
b2207,napD,EG12143,2302750,2303013,-
b2208,napF,EG12068,2303003,2303497,-
b4604,yojO,G0-10595,2303606,2303770,+
b2209,eco,EG10255,2303905,2304393,+
b2210,mqo,EG12069,2305108,2306754,-
b2211,yojI,EG12070,2306972,2308615,-
b2212,alkB,EG10037,2308691,2309341,-
b2213,ada,EG10029,2309341,2310405,-
b2214,ftp,EG12073,2310479,2311534,-
b2215,ompC,EG10670,2311646,2312749,-
b4439,micF,EG30063,2313084,2313176,+
b2216,rcsD,EG12385,2313488,2316160,+
b2217,rcsB,EG10821,2316177,2316827,+
b2218,rcsC,EG10822,2317027,2319876,-
b2219,atoS,EG11667,2320043,2321869,+
b2220,atoC,EG11668,2321866,2323251,+
b2221,atoD,EG11669,2323447,2324109,+
b2222,atoA,EG11670,2324109,2324759,+
b2223,atoE,EG11671,2324756,2326078,+
b2224,atoB,EG11672,2326109,2327293,+
b2225,yfaP,G7152,2327367,2328143,-
b2226,yfaQ,G7153,2328148,2329797,-
b2229,yfaT,G7156,2334336,2334959,-
b2230,yfaA,EG11142,2334956,2336644,-
b2231,gyrA,EG10423,2336793,2339420,-
b2232,ubiG,EG11143,2339567,2340289,+
b2233,yfaL,EG12850,2340417,2344169,-
b4605,ypaB,G0-10596,2344594,2344737,-
b2234,nrdA,EG10660,2344865,2347150,+
b4779,yoaM,G0-17025,2347350,2347385,-
b2235,nrdB,EG10661,2347384,2348514,+
b2236,yfaE,EG12360,2348514,2348768,+
b2237,inaA,EG11422,2348822,2349472,-
b2239,glpQ,EG10399,2349935,2351011,-
b2240,glpT,EG10401,2351016,2352374,-
b2241,glpA,EG10391,2352647,2354275,+
b2242,glpB,EG10392,2354265,2355524,+
b2243,glpC,EG10393,2355521,2356711,+
b2244,rpnE,EG12323,2356904,2357803,+
b2245,yfaU,G7158,2358042,2358845,-
b2246,yfaV,G7159,2358863,2360152,-
b2247,rhmD,G7160,2360209,2361414,-
b2248,yfaX,G7161,2361429,2362211,-
b2249,yfaY,G7162,2362431,2363633,-
b2250,yfaZ,G7163,2363733,2364275,-
b2251,nudI,G7164,2364554,2364979,+
b2252,ais,G7165,2365018,2365620,-
b2253,arnB,G7166,2365910,2367067,+
b2254,arnC,G7167,2367071,2368039,+
b2255,arnA,G7168,2368039,2370021,+
b2256,arnD,G7169,2370018,2370908,+
b2257,arnT,G7170,2370908,2372560,+
b4544,arnE,G0-10460,2372557,2372892,+
b2258,arnF,G7171,2372892,2373278,+
b2259,pmrD,G7172,2373272,2373538,-
b2260,menE,EG12437,2373648,2375003,-
b2261,menC,EG11532,2375000,2375962,-
b2262,menB,EG11368,2375962,2376819,-
b2263,menH,EG12438,2376834,2377592,-
b2264,menD,EG10579,2377589,2379259,-
b2265,menF,EG12362,2379348,2380643,-
b2266,elaB,G7173,2380722,2381027,-
b2267,elaA,G7174,2381082,2381543,-
b2268,rbn,G7175,2381608,2382525,+
b2269,elaD,G7176,2382713,2383924,+
b2270,yfbK,G7177,2383995,2385722,-
b2271,yfbL,G7178,2385860,2386831,+
b2272,yfbM,G7179,2386934,2387437,+
b2273,yfbN,G7180,2387710,2388426,-
b2274,yfbO,G7181,2388635,2389057,+
b2275,yfbP,G7182,2389116,2389964,+
b2276,nuoN,EG12093,2390048,2391505,-
b2277,nuoM,EG11773,2391512,2393041,-
b2278,nuoL,EG12092,2393205,2395046,-
b2279,nuoK,EG12091,2395043,2395345,-
b2280,nuoJ,EG12090,2395342,2395896,-
b2281,nuoI,EG12089,2395908,2396450,-
b2282,nuoH,EG12088,2396465,2397442,-
b2283,nuoG,EG12087,2397439,2400165,-
b2284,nuoF,EG11774,2400218,2401555,-
b2285,nuoE,EG12086,2401552,2402052,-
b2286,nuoC,EG12084,2402055,2403845,-
b2287,nuoB,EG12083,2403951,2404613,-
b2288,nuoA,EG12082,2404629,2405072,-
b2289,lrhA,EG12123,2405703,2406641,-
b2290,alaA,G7184,2407561,2408778,+
b2291,yfbR,G7185,2408862,2409461,+
b2292,yfbS,G7186,2409520,2411352,-
b2293,hxpA,G7187,2411439,2412089,-
b2294,yfbU,G7188,2412100,2412594,-
b2295,yfbV,G7189,2412677,2413132,-
b2296,ackA,EG10027,2413470,2414672,+
b2297,pta,EG20173,2414747,2416891,+
b2298,yfcC,G7190,2417081,2418601,+
b2299,yfcD,G7191,2418634,2419176,-
b2300,yfcE,G7192,2419234,2419788,-
b2301,yfcF,G7193,2419841,2420485,-
b2302,yfcG,G7194,2420621,2421268,+
b2303,folX,G7195,2421325,2421687,+
b2304,yfcH,G7196,2421708,2422601,+
b2305,rpnB,G7197,2422649,2423539,-
b2306,hisP,EG10452,2423736,2424509,-
b2307,hisM,EG10007,2424517,2425233,-
b2308,hisQ,EG12125,2425230,2425916,-
b2309,hisJ,EG12124,2426006,2426788,-
b2310,argT,EG10072,2427009,2427791,-
b2311,ubiX,EG11044,2428057,2428626,-
b2312,purF,EG10794,2428721,2430238,-
b2313,cvpA,EG10169,2430275,2430763,-
b2314,dedD,EG10218,2431022,2431684,-
b2315,folC,EG10327,2431674,2432942,-
b2316,accD,EG10217,2433012,2433926,-
b2317,dedA,EG10216,2434082,2434741,-
b2318,truA,EG10454,2434824,2435636,-
b2319,usg,EG11059,2435636,2436649,-
b2320,pdxB,G0-9461,2436715,2437851,-
b2321,flk,EG10229,2437950,2438945,+
b2322,yfcJ,G7198,2438942,2440120,-
b2323,fabB,EG10274,2440385,2441605,-
b2324,mnmC,G7199,2441764,2443770,+
b2325,yfcL,G7200,2443891,2444169,-
b2326,epmC,G7201,2444203,2444751,-
b2327,yfcA,EG11144,2444751,2445560,-
b2328,mepA,EG10580,2445560,2446384,-
b2329,aroC,EG10075,2446388,2447473,-
b2330,prmB,EG12449,2447508,2448440,-
b2331,smrB,G7202,2448606,2449157,+
b2332,yfcO,G7203,2449228,2450049,-
b2333,yfcP,G7204,2450051,2450590,-
b2334,yfcQ,G7205,2450587,2451075,-
b2335,yfcR,G7206,2451072,2451584,-
b2336,yfcS,G7207,2451584,2452336,-
b2339,yfcV,G7210,2455083,2455646,-
b2340,sixA,G7211,2456327,2456812,-
b2341,fadJ,G7212,2457015,2459159,-
b2342,fadI,G7213,2459159,2460469,-
b2343,yfcZ,G7214,2460650,2460934,-
b2344,fadL,EG10280,2461306,2462646,+
b2345,yfdF,G7215,2463012,2464070,+
b2346,mlaA,G7216,2464252,2465007,-
b2347,yfdC,G7217,2465301,2466233,+
b2348,argW,EG30016,2466309,2466383,+
b2349,intS,G7218,2466545,2467702,+
b2350,yfdG,G7219,2467855,2468217,+
b2351,yfdH,G7220,2468214,2469134,+
b2352,yfdI,G7221,2469131,2470462,+
b4780,yodE,G0-17026,2470497,2470643,-
b2354,yfdK,G7223,2471077,2471517,-
b2356,yfdM,G7225,2472112,2472387,-
b2357,yfdN,G7226,2472387,2472881,-
b2358,yfdO,G7227,2472878,2473246,-
b2359,yfdP,G7228,2473604,2473966,+
b2360,yfdQ,G7229,2474032,2474856,+
b2361,yfdR,G7230,2474984,2475520,+
b2362,yfdS,G7231,2475511,2475873,+
b2363,yfdT,G7232,2475873,2476178,+
b4545,ypdJ,G0-10461,2476094,2476234,+
b4501,torI,G0-9621,2476310,2476510,+
b2364,dsdC,EG13161,2476694,2477629,-
b2365,dsdX,EG10250,2477847,2479184,+
b2366,dsdA,EG10249,2479202,2480530,+
b2367,emrY,EG13283,2480638,2482176,-
b2368,emrK,G7233,2482176,2483339,-
b4781,evgL,G0-17027,2483729,2483758,+
b2369,evgA,EG11609,2483755,2484369,+
b2370,evgS,EG11610,2484374,2487967,+
b2371,yfdE,G7234,2488023,2489168,-
b2372,yfdV,G7235,2489242,2490186,-
b2373,oxc,G7236,2490256,2491950,-
b2374,frc,G7237,2492004,2493254,-
b2375,yfdX,G7238,2493767,2494402,-
b2376,ypdI,G7239,2494698,2494973,+
b2377,yfdY,G7240,2495050,2495292,-
b2378,lpxP,G7241,2495645,2496565,+
b4680,ypdK,G0-10647,2496921,2496992,+
b2379,alaC,G7242,2497057,2498295,-
b2380,pyrS,G7243,2498671,2500368,+
b2381,pyrR,G7244,2500383,2501117,+
b2382,ypdC,G7245,2501130,2501987,+
b2383,fryA,G7246,2501990,2504485,-
b2384,ypdE,G7247,2504510,2505547,-
b2385,ypdF,G7248,2505547,2506632,-
b2386,fryC,G7249,2506647,2507894,-
b2387,fryB,G7250,2507916,2508242,-
b2388,glk,EG12957,2508461,2509426,-
b2389,yfeO,G7251,2509630,2510886,+
b2390,ypeC,G7252,2511001,2511327,+
b2392,mntH,G7254,2511468,2512706,-
b2393,nupC,EG11971,2513042,2514244,+
b2394,insL3,G7255,2514331,2515443,+
b2395,pdeA,EG11145,2515643,2517832,-
b2396,alaX,EG30012,2518041,2518116,-
b2397,alaW,EG30011,2518156,2518231,-
b2398,yfeC,EG11431,2518467,2518811,+
b2399,yfeD,EG11432,2518813,2519205,+
b2400,gltX,EG10407,2519257,2520672,-
b2401,valU,EG30110,2520931,2521006,+
b2402,valX,EG30113,2521051,2521126,+
b2403,valY,EG30114,2521173,2521248,+
b2404,lysV,EG30056,2521253,2521328,+
b2405,xapR,EG11146,2521593,2522477,-
b2406,xapB,EG13159,2522729,2523985,-
b2407,xapA,G85,2524045,2524878,-
b2408,yfeN,G7256,2525127,2525891,+
b2409,yfeR,G7257,2525930,2526856,-
b2410,yfeH,EG12376,2526946,2527944,+
b4546,ypeB,G0-10462,2527941,2528159,-
b2411,ligA,EG10534,2528161,2530176,-
b2412,zipA,G7258,2530247,2531233,-
b2413,cysZ,EG10003,2531463,2532224,+
b2414,cysK,EG10192,2532409,2533380,+
b2415,ptsH,EG10788,2533764,2534021,+
b2416,ptsI,EG10789,2534066,2535793,+
b2417,crr,EG10165,2535834,2536343,+
b2418,pdxK,G7259,2536386,2537237,-
b2419,yfeK,G7260,2537342,2537716,+
b2420,yfeS,G7261,2537749,2538483,+
b2421,cysM,EG10193,2538672,2539583,-
b2422,cysA,EG10183,2539717,2540814,-
b2423,cysW,EG10198,2540804,2541679,-
b2424,cysU,EG10197,2541679,2542512,-
b2425,cysP,EG10195,2542512,2543528,-
b2426,ucpA,EG12133,2543832,2544623,-
b2427,murR,G7262,2544752,2545609,-
b2428,murQ,G7263,2545773,2546669,+
b2429,murP,G7264,2546673,2548097,+
b2430,yfeW,G7265,2548102,2549406,+
b2431,yfeX,G7266,2549646,2550545,-
b2432,yfeY,G7267,2550641,2551216,-
b2433,yfeZ,G7268,2551277,2551726,-
b2434,ypeA,G7269,2551713,2552138,-
b2435,amiA,EG11823,2552352,2553221,+
b2436,hemF,EG12189,2553225,2554124,+
b2437,eutR,EG12190,2554130,2555182,-
b2438,eutK,G7270,2555228,2555728,-
b2439,eutL,G7271,2555741,2556400,-
b2440,eutC,EG50007,2556410,2557297,-
b2441,eutB,EG50006,2557318,2558679,-
b2442,intZ,G7272,2558858,2560066,+
b2443,yffL,G7273,2560257,2560898,+
b2444,yffM,G7274,2561368,2561613,+
b2445,yffN,G7275,2561625,2561993,+
b2446,yffO,G7276,2562111,2562527,+
b2447,yffP,G7277,2562524,2563117,+
b2448,yffQ,G7278,2563592,2563969,+
b2449,yffR,G7279,2563980,2564372,+
b2450,yffS,G7280,2564523,2565332,+
b2451,eutA,G7281,2565481,2566884,-
b2452,eutH,G7282,2566881,2568107,-
b2453,eutG,G7283,2568324,2569511,-
b2454,eutJ,G7284,2569501,2570337,-
b2455,eutE,G7285,2570348,2571751,-
b2456,eutN,G7286,2571763,2572050,-
b2457,eutM,G7287,2572157,2572450,-
b2458,eutD,G7288,2572489,2573505,-
b2459,eutT,G7289,2573502,2574305,-
b2460,eutQ,G7290,2574302,2575003,-
b2461,eutP,G7291,2574978,2575457,-
b2462,eutS,G7292,2575470,2575805,-
b2463,maeB,G7293,2576098,2578377,-
b2464,talA,EG11797,2578666,2579616,+
b2465,tktB,EG12100,2579636,2581639,+
b2466,ypfG,G7295,2581734,2582777,-
b2467,nudK,EG12410,2582903,2583478,-
b2468,aegA,EG12409,2583546,2585525,-
b2469,narQ,EG11460,2585731,2587431,+
b2470,acrD,EG10014,2587595,2590708,+
b4606,ypfM,G0-8888,2590807,2590866,-
b2471,yffB,EG11147,2591247,2591603,+
b2472,dapE,EG10208,2591607,2592734,+
b4547,ypfN,G0-10463,2592762,2592962,+
b2473,ypfH,G7296,2593072,2593770,-
b2474,tmcA,G7297,2593844,2595859,-
b2475,ypfJ,G7298,2595874,2596737,-
b2476,purC,EG10791,2596905,2597618,-
